prompt,image_name
"Spicy Roasted Broccoli with Almonds, photorealistic, food styling, high detail, natural lighting",spicy_roasted_broccoli_with_almonds.jpg
"Chili Glazed Tempeh Wraps, photorealistic, food styling, high detail, natural lighting",chili_glazed_tempeh_wraps.jpg
"Creamy Polenta with Roasted Tomatoes, photorealistic, food styling, high detail, natural lighting",creamy_polenta_with_roasted_tomatoes.jpg
"Avocado Cilantro Pesto Pasta, photorealistic, food styling, high detail, natural lighting",avocado_cilantro_pesto_pasta.jpg
"Roasted Beet Carpaccio with Goat Cheese, photorealistic, food styling, high detail, natural lighting",roasted_beet_carpaccio_with_goat_cheese.jpg
"Crispy Coconut Tofu Nuggets, photorealistic, food styling, high detail, natural lighting",crispy_coconut_tofu_nuggets.jpg
"Turmeric Infused Vegetable Stew, photorealistic, food styling, high detail, natural lighting",turmeric_infused_vegetable_stew.jpg
"Baked Pumpkin Falafel with Garlic Yogurt, photorealistic, food styling, high detail, natural lighting",baked_pumpkin_falafel_with_garlic_yogurt.jpg
"Bulgur and Kale Stuffed Eggplants, photorealistic, food styling, high detail, natural lighting",bulgur_and_kale_stuffed_eggplants.jpg
"Spiced Parsnip Soup with Coconut Cream, photorealistic, food styling, high detail, natural lighting",spiced_parsnip_soup_with_coconut_cream.jpg
"Ginger Carrot Noodle Sti,Fry, photorealistic, food styling, high detail, natural lighting",ginger_carrot_noodle_stir_fry.jpg
"Herbed Chickpea Mash on Sourdough, photorealistic, food styling, high detail, natural lighting",herbed_chickpea_mash_on_sourdough.jpg
"Rosemary Roasted Fingerling Potatoes, photorealistic, food styling, high detail, natural lighting",rosemary_roasted_fingerling_potatoes.jpg
"Garlic Butter Basted Cabbage Steaks, photorealistic, food styling, high detail, natural lighting",garlic_butter_basted_cabbage_steaks.jpg
"Maple Dijon Glazed Carrots, photorealistic, food styling, high detail, natural lighting",maple_dijon_glazed_carrots.jpg
"Spaghetti with Roasted Lemon Broccoli, photorealistic, food styling, high detail, natural lighting",spaghetti_with_roasted_lemon_broccoli.jpg
"Cumin Spiced Sweet Corn Fritters, photorealistic, food styling, high detail, natural lighting",cumin_spiced_sweet_corn_fritters.jpg
"Toasted Almond and Date Couscous, photorealistic, food styling, high detail, natural lighting",toasted_almond_and_date_couscous.jpg
"Roasted Fennel and Apple Salad, photorealistic, food styling, high detail, natural lighting",roasted_fennel_and_apple_salad.jpg
"Sweet and Sour Tofu Meatballs, photorealistic, food styling, high detail, natural lighting",sweet_and_sour_tofu_meatballs.jpg
"Grilled Romaine with Caesar Drizzle, photorealistic, food styling, high detail, natural lighting",grilled_romaine_with_caesar_drizzle.jpg
"Curry Roasted Pumpkin and Chickpeas, photorealistic, food styling, high detail, natural lighting",curry_roasted_pumpkin_and_chickpeas.jpg
"Pa,Seared Asparagus with Sesame Crumbs, photorealistic, food styling, high detail, natural lighting",pan_seared_asparagus_with_sesame_crumbs.jpg
"Chickpea Tikka Masala with Rice, photorealistic, food styling, high detail, natural lighting",chickpea_tikka_masala_with_rice.jpg
"Spicy Peanut Eggplant Sti,Fry, photorealistic, food styling, high detail, natural lighting",spicy_peanut_eggplant_stir_fry.jpg
"Stuffed Grape Leaves with Lemon Rice, photorealistic, food styling, high detail, natural lighting",stuffed_grape_leaves_with_lemon_rice.jpg
"Zesty Lime Roasted Cauliflower, photorealistic, food styling, high detail, natural lighting",zesty_lime_roasted_cauliflower.jpg
"Thai Coconut Soup with Mushrooms, photorealistic, food styling, high detail, natural lighting",thai_coconut_soup_with_mushrooms.jpg
"Heirloom Tomato Tart with Pesto, photorealistic, food styling, high detail, natural lighting",heirloom_tomato_tart_with_pesto.jpg
"Cinnamon Chili Rubbed Grilled Tofu, photorealistic, food styling, high detail, natural lighting",cinnamon_chili_rubbed_grilled_tofu.jpg
"Sautéed Chard with Balsamic Onions, photorealistic, food styling, high detail, natural lighting",sautéed_chard_with_balsamic_onions.jpg
"Charred Onion and Feta Flatbread, photorealistic, food styling, high detail, natural lighting",charred_onion_and_feta_flatbread.jpg
"Roasted Sweet Potato and Lentil Salad, photorealistic, food styling, high detail, natural lighting",roasted_sweet_potato_and_lentil_salad.jpg
"Black Bean Soup with Lime Crema, photorealistic, food styling, high detail, natural lighting",black_bean_soup_with_lime_crema.jpg
"Curried Chickpea Hand Pies, photorealistic, food styling, high detail, natural lighting",curried_chickpea_hand_pies.jpg
"Lemon Rosemary Roasted Carrots, photorealistic, food styling, high detail, natural lighting",lemon_rosemary_roasted_carrots.jpg
"Grilled Zucchini Tacos with Chipotle Cream, photorealistic, food styling, high detail, natural lighting",grilled_zucchini_tacos_with_chipotle_cream.jpg
"Miso Basted Mushrooms with Noodles, photorealistic, food styling, high detail, natural lighting",miso_basted_mushrooms_with_noodles.jpg
"Spicy Tofu Katsu Curry, photorealistic, food styling, high detail, natural lighting",spicy_tofu_katsu_curry.jpg
"Tahini Dressed Roasted Beet Bowl, photorealistic, food styling, high detail, natural lighting",tahini_dressed_roasted_beet_bowl.jpg
"Olive Tapenade and Tomato Pasta, photorealistic, food styling, high detail, natural lighting",olive_tapenade_and_tomato_pasta.jpg
"Sweet Potato Gnocchi with Sage Butter, photorealistic, food styling, high detail, natural lighting",sweet_potato_gnocchi_with_sage_butter.jpg
"Smoked Paprika Chickpea Burgers, photorealistic, food styling, high detail, natural lighting",smoked_paprika_chickpea_burgers.jpg
"Ginger Soy Braised Carrots, photorealistic, food styling, high detail, natural lighting",ginger_soy_braised_carrots.jpg
"Lentil Stuffed Mushrooms, photorealistic, food styling, high detail, natural lighting",lentil_stuffed_mushrooms.jpg
"Roasted Eggplant with Garlic Tahini, photorealistic, food styling, high detail, natural lighting",roasted_eggplant_with_garlic_tahini.jpg
"Green Curry Vegetables with Jasmine Rice, photorealistic, food styling, high detail, natural lighting",green_curry_vegetables_with_jasmine_rice.jpg
"Balsamic Roasted Grapes with Cheese Crostini, photorealistic, food styling, high detail, natural lighting",balsamic_roasted_grapes_with_cheese_crostini.jpg
"Zucchini Noodle Sti,Fry with Peanut Sauce, photorealistic, food styling, high detail, natural lighting",zucchini_noodle_stir_fry_with_peanut_sauce.jpg
"Lime Cilantro Quinoa with Black Beans, photorealistic, food styling, high detail, natural lighting",lime_cilantro_quinoa_with_black_beans.jpg
"Creamy Parsnip and White Bean Soup, photorealistic, food styling, high detail, natural lighting",creamy_parsnip_and_white_bean_soup.jpg
"Herb Roasted Chickpeas with Sumac, photorealistic, food styling, high detail, natural lighting",herb_roasted_chickpeas_with_sumac.jpg
"Grilled Eggplant with Honey Soy Glaze, photorealistic, food styling, high detail, natural lighting",grilled_eggplant_with_honey_soy_glaze.jpg
"Spiced Lentil Tabbouleh, photorealistic, food styling, high detail, natural lighting",spiced_lentil_tabbouleh.jpg
"Orange Ginger Tofu Skewers, photorealistic, food styling, high detail, natural lighting",orange_ginger_tofu_skewers.jpg
"Garlic and Herb Roasted Kohlrabi, photorealistic, food styling, high detail, natural lighting",garlic_and_herb_roasted_kohlrabi.jpg
"Miso Mushroom Risotto, photorealistic, food styling, high detail, natural lighting",miso_mushroom_risotto.jpg
"Caramelized Fennel and Onion Tart, photorealistic, food styling, high detail, natural lighting",caramelized_fennel_and_onion_tart.jpg
"Thai Basil Chickpea Lettuce Wraps, photorealistic, food styling, high detail, natural lighting",thai_basil_chickpea_lettuce_wraps.jpg
"Fried Polenta Squares with Marinara, photorealistic, food styling, high detail, natural lighting",fried_polenta_squares_with_marinara.jpg
"Grilled Corn with Spicy Lime Butter, photorealistic, food styling, high detail, natural lighting",grilled_corn_with_spicy_lime_butter.jpg
"Honey Mustard Glazed Root Vegetables, photorealistic, food styling, high detail, natural lighting",honey_mustard_glazed_root_vegetables.jpg
"Stuffed Tomatoes with Herbed Bulgur, photorealistic, food styling, high detail, natural lighting",stuffed_tomatoes_with_herbed_bulgur.jpg
"Creamy Celery Root Soup with Chive Oil, photorealistic, food styling, high detail, natural lighting",creamy_celery_root_soup_with_chive_oil.jpg
"Zucchini Rol,Ups with Red Pepper Sauce, photorealistic, food styling, high detail, natural lighting",zucchini_roll_ups_with_red_pepper_sauce.jpg
"Dukkah Crusted Chicken Thighs, photorealistic, food styling, high detail, natural lighting",dukkah_crusted_chicken_thighs.jpg
"Jalapeño Lime Cauliflower Bites, photorealistic, food styling, high detail, natural lighting",jalapeño_lime_cauliflower_bites.jpg
"Lentil Patties with Mint Yogurt, photorealistic, food styling, high detail, natural lighting",lentil_patties_with_mint_yogurt.jpg
"Saffron Infused Couscous with Apricots, photorealistic, food styling, high detail, natural lighting",saffron_infused_couscous_with_apricots.jpg
"Golden Beet Risotto with Basil, photorealistic, food styling, high detail, natural lighting",golden_beet_risotto_with_basil.jpg
"Grilled Mushroom Skewers with Chimichurri, photorealistic, food styling, high detail, natural lighting",grilled_mushroom_skewers_with_chimichurri.jpg
"Pea and Mint Pasta with Feta, photorealistic, food styling, high detail, natural lighting",pea_and_mint_pasta_with_feta.jpg
"Chickpea and Zucchini Fritters, photorealistic, food styling, high detail, natural lighting",chickpea_and_zucchini_fritters.jpg
"Curry Roasted Cauliflower Wraps, photorealistic, food styling, high detail, natural lighting",curry_roasted_cauliflower_wraps.jpg
"Roasted Tomato and Garlic Quiche, photorealistic, food styling, high detail, natural lighting",roasted_tomato_and_garlic_quiche.jpg
"Spinach and Feta Phyllo Rolls, photorealistic, food styling, high detail, natural lighting",spinach_and_feta_phyllo_rolls.jpg
"Lemon Tahini Noodles with Broccoli, photorealistic, food styling, high detail, natural lighting",lemon_tahini_noodles_with_broccoli.jpg
"Gochujang Carrot Noodle Bowl, photorealistic, food styling, high detail, natural lighting",gochujang_carrot_noodle_bowl.jpg
"Stuffed Avocado with Tuna Salad, photorealistic, food styling, high detail, natural lighting",stuffed_avocado_with_tuna_salad.jpg
"Sweet Corn Grits with Seared Greens, photorealistic, food styling, high detail, natural lighting",sweet_corn_grits_with_seared_greens.jpg
"Mushroom Pâté on Crostini, photorealistic, food styling, high detail, natural lighting",mushroom_pâté_on_crostini.jpg
"Sweet Potato and Chickpea Cakes, photorealistic, food styling, high detail, natural lighting",sweet_potato_and_chickpea_cakes.jpg
"Almond Butter Ramen Bowl, photorealistic, food styling, high detail, natural lighting",almond_butter_ramen_bowl.jpg
"Crispy Halloumi Fries with Herb Dip, photorealistic, food styling, high detail, natural lighting",crispy_halloumi_fries_with_herb_dip.jpg
"Toasted Pumpkin Seed Pesto Pasta, photorealistic, food styling, high detail, natural lighting",toasted_pumpkin_seed_pesto_pasta.jpg
"Maple Mustard Brussels Sprouts Slaw, photorealistic, food styling, high detail, natural lighting",maple_mustard_brussels_sprouts_slaw.jpg
"Black Bean Avocado Quesadillas, photorealistic, food styling, high detail, natural lighting",black_bean_avocado_quesadillas.jpg
"Balsamic Glazed Beet Stack, photorealistic, food styling, high detail, natural lighting",balsamic_glazed_beet_stack.jpg
"Herbed Sweet Potato Biscuits, photorealistic, food styling, high detail, natural lighting",herbed_sweet_potato_biscuits.jpg
"Creamy Chickpea Pasta with Spinach, photorealistic, food styling, high detail, natural lighting",creamy_chickpea_pasta_with_spinach.jpg
"Grilled Peaches with Vanilla Labneh, photorealistic, food styling, high detail, natural lighting",grilled_peaches_with_vanilla_labneh.jpg
"Charred Broccoli with Lemon Yogurt, photorealistic, food styling, high detail, natural lighting",charred_broccoli_with_lemon_yogurt.jpg
"Coconut Curry Roasted Cabbage Wedges, photorealistic, food styling, high detail, natural lighting",coconut_curry_roasted_cabbage_wedges.jpg
"Harissa Roasted Turnips, photorealistic, food styling, high detail, natural lighting",harissa_roasted_turnips.jpg
"Zesty Avocado Corn Salsa, photorealistic, food styling, high detail, natural lighting",zesty_avocado_corn_salsa.jpg
"Roasted Garlic and White Bean Spread, photorealistic, food styling, high detail, natural lighting",roasted_garlic_and_white_bean_spread.jpg
"Fennel Orange Couscous Salad, photorealistic, food styling, high detail, natural lighting",fennel_orange_couscous_salad.jpg
"Crispy Potato Pancakes with Sour Cream, photorealistic, food styling, high detail, natural lighting",crispy_potato_pancakes_with_sour_cream.jpg
"Curried Red Lentil and Quinoa Soup, photorealistic, food styling, high detail, natural lighting",curried_red_lentil_and_quinoa_soup.jpg
"Pineapple Salsa Tofu Tacos, photorealistic, food styling, high detail, natural lighting",pineapple_salsa_tofu_tacos.jpg
"Sesame Noodle Bowl with Pickled Veg, photorealistic, food styling, high detail, natural lighting",sesame_noodle_bowl_with_pickled_veg.jpg
"Maple Roasted Parsnips with Thyme, photorealistic, food styling, high detail, natural lighting",maple_roasted_parsnips_with_thyme.jpg
"Chili Garlic Edamame Sti,Fry, photorealistic, food styling, high detail, natural lighting",chili_garlic_edamame_stir_fry.jpg
"Sweet Corn Fritters with Avocado Salsa, photorealistic, food styling, high detail, natural lighting",sweet_corn_fritters_with_avocado_salsa.jpg
"Ginger Miso Glazed Brussels Sprouts, photorealistic, food styling, high detail, natural lighting",ginger_miso_glazed_brussels_sprouts.jpg
"Toasted Barley with Charred Vegetables, photorealistic, food styling, high detail, natural lighting",toasted_barley_with_charred_vegetables.jpg
"Feta Stuffed Portobello Caps, photorealistic, food styling, high detail, natural lighting",feta_stuffed_portobello_caps.jpg
"Lemon Herb Spaghetti Squash Boats, photorealistic, food styling, high detail, natural lighting",lemon_herb_spaghetti_squash_boats.jpg
"Creamy Coconut Chickpea Stew, photorealistic, food styling, high detail, natural lighting",creamy_coconut_chickpea_stew.jpg
"Roasted Pepper Pasta with Feta Crumble, photorealistic, food styling, high detail, natural lighting",roasted_pepper_pasta_with_feta_crumble.jpg
"Smoky Tempeh Wraps with Pickled Veg, photorealistic, food styling, high detail, natural lighting",smoky_tempeh_wraps_with_pickled_veg.jpg
"Green Apple Slaw with Poppyseed Dressing, photorealistic, food styling, high detail, natural lighting",green_apple_slaw_with_poppyseed_dressing.jpg
"Butternut Squash Pizza with Sage, photorealistic, food styling, high detail, natural lighting",butternut_squash_pizza_with_sage.jpg
"Garlic Roasted White Asparagus, photorealistic, food styling, high detail, natural lighting",garlic_roasted_white_asparagus.jpg
"Spicy Mango Chickpea Tacos, photorealistic, food styling, high detail, natural lighting",spicy_mango_chickpea_tacos.jpg
"Lemongrass Chicken with Vermicelli Noodles, photorealistic, food styling, high detail, natural lighting",lemongrass_chicken_with_vermicelli_noodles.jpg
"Za'atar Roasted Carrot Salad, photorealistic, food styling, high detail, natural lighting",zaatar_roasted_carrot_salad.jpg
"Crispy Broccoli Tots with Ranch Dip, photorealistic, food styling, high detail, natural lighting",crispy_broccoli_tots_with_ranch_dip.jpg
"Grilled Eggplant with Tahini Swirl, photorealistic, food styling, high detail, natural lighting",grilled_eggplant_with_tahini_swirl.jpg
"Gochujang Glazed Sweet Potato Slices, photorealistic, food styling, high detail, natural lighting",gochujang_glazed_sweet_potato_slices.jpg
"Warm Barley Salad with Roasted Fennel, photorealistic, food styling, high detail, natural lighting",warm_barley_salad_with_roasted_fennel.jpg
"Crispy Onion Rings with Harissa Mayo, photorealistic, food styling, high detail, natural lighting",crispy_onion_rings_with_harissa_mayo.jpg
"Seared Cabbage with Garlic Butter, photorealistic, food styling, high detail, natural lighting",seared_cabbage_with_garlic_butter.jpg
"Spiced Lentil Rice with Caramelized Onions, photorealistic, food styling, high detail, natural lighting",spiced_lentil_rice_with_caramelized_onions.jpg
"Pumpkin Risotto with Toasted Walnuts, photorealistic, food styling, high detail, natural lighting",pumpkin_risotto_with_toasted_walnuts.jpg
"Tofu Lettuce Cups with Ginger Soy Glaze, photorealistic, food styling, high detail, natural lighting",tofu_lettuce_cups_with_ginger_soy_glaze.jpg
"Paprika Roasted Radishes, photorealistic, food styling, high detail, natural lighting",paprika_roasted_radishes.jpg
"Spaghetti with Olive Tapenade, photorealistic, food styling, high detail, natural lighting",spaghetti_with_olive_tapenade.jpg
"Turmeric Chickpea Omelette, photorealistic, food styling, high detail, natural lighting",turmeric_chickpea_omelette.jpg
"Roasted Cauliflower Gratin, photorealistic, food styling, high detail, natural lighting",roasted_cauliflower_gratin.jpg
"Beetroot and Ricotta Tartlets, photorealistic, food styling, high detail, natural lighting",beetroot_and_ricotta_tartlets.jpg
"Fennel and Citrus Baked Cod, photorealistic, food styling, high detail, natural lighting",fennel_and_citrus_baked_cod.jpg
"Toasted Pine Nut Couscous, photorealistic, food styling, high detail, natural lighting",toasted_pine_nut_couscous.jpg
"Gingered Apple Slaw with Almonds, photorealistic, food styling, high detail, natural lighting",gingered_apple_slaw_with_almonds.jpg
"Sweet Potato Tater Tots, photorealistic, food styling, high detail, natural lighting",sweet_potato_tater_tots.jpg
"Herbed Ricotta Stuffed Shells, photorealistic, food styling, high detail, natural lighting",herbed_ricotta_stuffed_shells.jpg
"Sticky Tamarind Tofu Bites, photorealistic, food styling, high detail, natural lighting",sticky_tamarind_tofu_bites.jpg
"Roasted Zucchini and Tomato Galette, photorealistic, food styling, high detail, natural lighting",roasted_zucchini_and_tomato_galette.jpg
"Crispy Quinoa and Avocado Bowl, photorealistic, food styling, high detail, natural lighting",crispy_quinoa_and_avocado_bowl.jpg
"Warm Beet and Goat Cheese Orzo, photorealistic, food styling, high detail, natural lighting",warm_beet_and_goat_cheese_orzo.jpg
"Creamy Spinach Chickpea Pasta, photorealistic, food styling, high detail, natural lighting",creamy_spinach_chickpea_pasta.jpg
"Sweet and Savory Pear Flatbread, photorealistic, food styling, high detail, natural lighting",sweet_and_savory_pear_flatbread.jpg
"Chili Sesame Roasted Broccolini, photorealistic, food styling, high detail, natural lighting",chili_sesame_roasted_broccolini.jpg
"Savory Cornmeal and Herb Waffles, photorealistic, food styling, high detail, natural lighting",savory_cornmeal_and_herb_waffles.jpg
"Tarragon Mushroom Farro Risotto, photorealistic, food styling, high detail, natural lighting",tarragon_mushroom_farro_risotto.jpg
"Golden Vegetable Coconut Korma, photorealistic, food styling, high detail, natural lighting",golden_vegetable_coconut_korma.jpg
"Roasted Celeriac and Apple Soup, photorealistic, food styling, high detail, natural lighting",roasted_celeriac_and_apple_soup.jpg
"Cumin Roasted Sweet Pepper Salad, photorealistic, food styling, high detail, natural lighting",cumin_roasted_sweet_pepper_salad.jpg
"Stuffed Delicata with Wild Rice, photorealistic, food styling, high detail, natural lighting",stuffed_delicata_with_wild_rice.jpg
"Grilled Nectarine and Burrata Salad, photorealistic, food styling, high detail, natural lighting",grilled_nectarine_and_burrata_salad.jpg
"Crispy Chickpea Caesar Wrap, photorealistic, food styling, high detail, natural lighting",crispy_chickpea_caesar_wrap.jpg
"Rosemary Garlic Roasted Cashews, photorealistic, food styling, high detail, natural lighting",rosemary_garlic_roasted_cashews.jpg
"Sweet Potato and Kale Buddha Bowl, photorealistic, food styling, high detail, natural lighting",sweet_potato_and_kale_buddha_bowl.jpg
"Red Cabbage Slaw with Dill Dressing, photorealistic, food styling, high detail, natural lighting",red_cabbage_slaw_with_dill_dressing.jpg
"Zucchini Cornbread Muffins, photorealistic, food styling, high detail, natural lighting",zucchini_cornbread_muffins.jpg
"Crispy Roasted Chickpeas with Paprika, photorealistic, food styling, high detail, natural lighting",crispy_roasted_chickpeas_with_paprika.jpg
"Mango Coconut Rice with Sesame Seeds, photorealistic, food styling, high detail, natural lighting",mango_coconut_rice_with_sesame_seeds.jpg
"Seared Scallops with Corn Purée, photorealistic, food styling, high detail, natural lighting",seared_scallops_with_corn_purée.jpg
"Cabbage and Carrot Fritter Stack, photorealistic, food styling, high detail, natural lighting",cabbage_and_carrot_fritter_stack.jpg
"Roasted Pear and Brie Sandwich, photorealistic, food styling, high detail, natural lighting",roasted_pear_and_brie_sandwich.jpg
"Carrot and Ginger Soba Noodles, photorealistic, food styling, high detail, natural lighting",carrot_and_ginger_soba_noodles.jpg
"Toasted Orzo with Mushrooms and Peas, photorealistic, food styling, high detail, natural lighting",toasted_orzo_with_mushrooms_and_peas.jpg
"Tamarind Chickpea and Quinoa Bowl, photorealistic, food styling, high detail, natural lighting",tamarind_chickpea_and_quinoa_bowl.jpg
"Creamy Polenta with Spicy Greens, photorealistic, food styling, high detail, natural lighting",creamy_polenta_with_spicy_greens.jpg
"Baked Eggplant Parmesan Medallions, photorealistic, food styling, high detail, natural lighting",baked_eggplant_parmesan_medallions.jpg
"Warm Lentil Salad with Pomegranate, photorealistic, food styling, high detail, natural lighting",warm_lentil_salad_with_pomegranate.jpg
"Rosemary Roasted Turnip Chips, photorealistic, food styling, high detail, natural lighting",rosemary_roasted_turnip_chips.jpg
"Crispy Noodle Salad with Lime Dressing, photorealistic, food styling, high detail, natural lighting",crispy_noodle_salad_with_lime_dressing.jpg
"Zesty Chickpea and Red Onion Toast, photorealistic, food styling, high detail, natural lighting",zesty_chickpea_and_red_onion_toast.jpg
"Miso Butter Corn on the Cob, photorealistic, food styling, high detail, natural lighting",miso_butter_corn_on_the_cob.jpg
"Eggplant and Sweet Potato Tacos, photorealistic, food styling, high detail, natural lighting",eggplant_and_sweet_potato_tacos.jpg
"Honey Roasted Grapes with Brie, photorealistic, food styling, high detail, natural lighting",honey_roasted_grapes_with_brie.jpg
"Savory Chickpea Waffles with Chutney, photorealistic, food styling, high detail, natural lighting",savory_chickpea_waffles_with_chutney.jpg
"Tofu and Kale Sti,Fry with Garlic Sauce, photorealistic, food styling, high detail, natural lighting",tofu_and_kale_stir_fry_with_garlic_sauce.jpg
"Cinnamon Roasted Squash with Yogurt Drizzle, photorealistic, food styling, high detail, natural lighting",cinnamon_roasted_squash_with_yogurt_drizzle.jpg
"Pesto Cauliflower Bites, photorealistic, food styling, high detail, natural lighting",pesto_cauliflower_bites.jpg
"Coconut Lime Cauliflower Steaks, photorealistic, food styling, high detail, natural lighting",coconut_lime_cauliflower_steaks.jpg
"Spicy Broccoli and Tempeh Bowl, photorealistic, food styling, high detail, natural lighting",spicy_broccoli_and_tempeh_bowl.jpg
"Garlic Roasted Beet and Citrus Bowl, photorealistic, food styling, high detail, natural lighting",garlic_roasted_beet_and_citrus_bowl.jpg
"Sweet Potato Hash with Pickled Onions, photorealistic, food styling, high detail, natural lighting",sweet_potato_hash_with_pickled_onions.jpg
"Smoky Paprika Roasted Chickpea Wraps, photorealistic, food styling, high detail, natural lighting",smoky_paprika_roasted_chickpea_wraps.jpg
"Spinach and Chickpea Shakshuka, photorealistic, food styling, high detail, natural lighting",spinach_and_chickpea_shakshuka.jpg
"Chili Dusted Pineapple with Mint, photorealistic, food styling, high detail, natural lighting",chili_dusted_pineapple_with_mint.jpg
"Creamy Celeriac Mash with Herbs, photorealistic, food styling, high detail, natural lighting",creamy_celeriac_mash_with_herbs.jpg
"Lemon Pepper Roasted Green Beans, photorealistic, food styling, high detail, natural lighting",lemon_pepper_roasted_green_beans.jpg
"Beet and Goat Cheese Quinoa Cakes, photorealistic, food styling, high detail, natural lighting",beet_and_goat_cheese_quinoa_cakes.jpg
"Grilled Polenta with Roasted Garlic Sauce, photorealistic, food styling, high detail, natural lighting",grilled_polenta_with_roasted_garlic_sauce.jpg
"Roasted Tomato and Mozzarella Stack, photorealistic, food styling, high detail, natural lighting",roasted_tomato_and_mozzarella_stack.jpg
"Honey Ginger Glazed Root Vegetables, photorealistic, food styling, high detail, natural lighting",honey_ginger_glazed_root_vegetables.jpg
"Fried Plantain Tacos with Pickled Onion, photorealistic, food styling, high detail, natural lighting",fried_plantain_tacos_with_pickled_onion.jpg
"Toasted Millet and Sweet Potato Mash, photorealistic, food styling, high detail, natural lighting",toasted_millet_and_sweet_potato_mash.jpg
"Spicy Tofu Bites with Sweet Chili Glaze, photorealistic, food styling, high detail, natural lighting",spicy_tofu_bites_with_sweet_chili_glaze.jpg
"Butternut and Spinach Enchiladas, photorealistic, food styling, high detail, natural lighting",butternut_and_spinach_enchiladas.jpg
"Roasted Gnocchi with Veggie Medley, photorealistic, food styling, high detail, natural lighting",roasted_gnocchi_with_veggie_medley.jpg
"Cilantro Lime Chickpea Skillet, photorealistic, food styling, high detail, natural lighting",cilantro_lime_chickpea_skillet.jpg
"Curried Carrot and Ginger Soup, photorealistic, food styling, high detail, natural lighting",curried_carrot_and_ginger_soup.jpg
"Roasted Parsnip and Apple Puree, photorealistic, food styling, high detail, natural lighting",roasted_parsnip_and_apple_puree.jpg
"Zaatar Spiced Tofu Wraps, photorealistic, food styling, high detail, natural lighting",zaatar_spiced_tofu_wraps.jpg
"Baked Zucchini Fries with Parmesan, photorealistic, food styling, high detail, natural lighting",baked_zucchini_fries_with_parmesan.jpg
"Sweet Corn and Avocado Quesadillas, photorealistic, food styling, high detail, natural lighting",sweet_corn_and_avocado_quesadillas.jpg
"Lemon Garlic Butter Tofu with Spinach, photorealistic, food styling, high detail, natural lighting",lemon_garlic_butter_tofu_with_spinach.jpg
"Crispy Potato Cakes with Garlic Chive Sauce, photorealistic, food styling, high detail, natural lighting",crispy_potato_cakes_with_garlic_chive_sauce.jpg
"Lechona, Colombian whole roasted pig stuffed with rice and peas, photorealistic, food styling, high detail, natural lighting",lechona.jpg
"Çökertme kebab, Turkish thinly sliced lamb over crispy potatoes with yogurt, photorealistic, food styling, high detail, natural lighting",cokertme_kebab.jpg
"Rawon, Indonesian black beef soup with keluak nuts, photorealistic, food styling, high detail, natural lighting",rawon.jpg
"Cağ kebab, Turkish horizontally stacked marinated lamb kebab, photorealistic, food styling, high detail, natural lighting",cag_kebab.jpg
"Tibs, Ethiopian sautéed meat with vegetables, photorealistic, food styling, high detail, natural lighting",tibs.jpg
"Biang Biang noodles, Chinese wide han,pulled noodles with chili oil, photorealistic, food styling, high detail, natural lighting",biang_biang_noodles.jpg
"Cochinita pibil, Mexican slo,roasted pork marinated in citrus and annatto, photorealistic, food styling, high detail, natural lighting",cochinita_pibil.jpg
"Châteaubriand, French cente,cut tenderloin steak, photorealistic, food styling, high detail, natural lighting",chateaubriand.jpg
"Pernil, Puerto Rican roasted pork shoulder with crispy skin, photorealistic, food styling, high detail, natural lighting",pernil.jpg
"Unadon, Japanese grilled eel over rice, photorealistic, food styling, high detail, natural lighting",unadon.jpg
"Poffertjes, Dutch mini fluffy pancakes with powdered sugar, photorealistic, food styling, high detail, natural lighting",poffertjes.jpg
"Goi cuon, Vietnamese fresh spring rolls with shrimp and herbs, photorealistic, food styling, high detail, natural lighting",goi_cuon.jpg
"Khao Soi, Northern Thai coconut curry noodle soup, photorealistic, food styling, high detail, natural lighting",khao_soi.jpg
"Pabellón criollo, Venezuelan shredded beef with rice, black beans, and plantains, photorealistic, food styling, high detail, natural lighting",pabellón_criollo.jpg
"Doro Wat, Ethiopian spicy chicken stew with boiled eggs, photorealistic, food styling, high detail, natural lighting",doro_wat.jpg
"Katsudon, Japanese pork cutlet rice bowl with egg, photorealistic, food styling, high detail, natural lighting",katsudon.jpg
"Pastel de choclo, Chilean corn pie with ground meat, photorealistic, food styling, high detail, natural lighting",pastel_de_choclo.jpg
"Galbi, Korean marinated beef short ribs, photorealistic, food styling, high detail, natural lighting",galbi.jpg
"Feijoada, Brazilian black bean stew with pork, photorealistic, food styling, high detail, natural lighting",feijoada.jpg
"Bamya, Middle Eastern okra stew with lamb, photorealistic, food styling, high detail, natural lighting",bamya.jpg
"Kürtőskalács, Hungarian chimney cake with sugar crust, photorealistic, food styling, high detail, natural lighting",kurtőskalács.jpg
"Okonomiyaki, Japanese savory cabbage pancake, photorealistic, food styling, high detail, natural lighting",okonomiyaki.jpg
"Kibbeh, Levantine bulgur and meat torpedoes, photorealistic, food styling, high detail, natural lighting",kibbeh.jpg
"Lomo saltado, Peruvian sti,fried beef with fries, photorealistic, food styling, high detail, natural lighting",lomo_saltado.jpg
"Masgouf, Iraqi grilled river fish, photorealistic, food styling, high detail, natural lighting",masgouf.jpg
"Shchi, Russian cabbage soup with sour cream, photorealistic, food styling, high detail, natural lighting",shchi.jpg
